file,distance_m,max_speed_mps,anomalies
route_2019-09-14_2.50pm.gpx,1472.39,11.377,0
route_2019-09-14_3.07pm.gpx,89.34,3.944,0
route_2019-09-16_7.25pm.gpx,1982.82,17.993,4
route_2019-09-19_6.37pm.gpx,1718.79,10.119,0
route_2019-09-20_6.51pm.gpx,0.0,0.0,0
route_2019-09-21_7.32pm.gpx,1739.56,43.795,5
route_2019-09-26_5.24pm.gpx,3017.05,68.886,6
route_2019-09-27_7.11pm.gpx,1623.27,14.468,1
route_2019-09-30_7.23pm.gpx,1747.84,23.545,6
route_2019-10-01_1.58pm.gpx,2167.73,15.234,126
route_2019-10-01_6.30pm.gpx,1998.92,9.674,0
route_2019-10-02_10.41am.gpx,17674.39,38.649,517
route_2019-10-02_7.43pm.gpx,1706.89,15.974,1
route_2019-10-05_8.24pm.gpx,2374.8,22.987,6
route_2019-10-06_1.32pm.gpx,843.7,8.344,0
route_2019-10-07_1.42pm.gpx,2432.75,25.702,3
route_2019-10-08_6.35pm.gpx,2327.97,26.986,2
route_2019-10-09_6.23pm.gpx,937.71,11.935,1
route_2019-10-11_5.42pm.gpx,2451.91,11.361,0
route_2019-10-15_5.58pm.gpx,1744.73,9.007,0
route_2019-10-16_5.50pm.gpx,1232.36,11.371,0
route_2019-10-16_6.02pm.gpx,430.54,8.93,0
route_2019-10-17_3.39pm.gpx,1377.42,59.57,3
route_2019-10-17_3.47pm.gpx,42.5,7.02,0
route_2019-10-17_5.48pm.gpx,1055.45,10.458,0
route_2019-10-18_1.53pm.gpx,1444.79,10.016,0
route_2019-10-23_6.34pm.gpx,1033.04,10.535,0
route_2019-10-24_11.43am.gpx,1462.14,9.197,0
route_2019-10-25_11.51am.gpx,2161.66,71.846,1
route_2019-10-27_4.13pm.gpx,2399.41,9.235,0
route_2019-10-29_4.34pm.gpx,2016.16,12.688,1
route_2019-10-31_6.10pm.gpx,1514.78,30.045,1
route_2019-11-02_2.11pm.gpx,2029.12,19.342,2
route_2019-11-02_2.39pm.gpx,462.24,26.978,3
route_2019-11-05_5.46pm.gpx,1599.05,44.247,1
route_2019-11-06_2.25pm.gpx,2150.52,26.03,1
route_2019-11-09_2.25pm.gpx,2751.4,11.388,0
route_2019-11-10_1.29pm.gpx,3223.26,61.955,8
route_2019-11-11_4.22pm.gpx,1714.23,10.01,0
route_2019-11-12_6.27pm.gpx,1809.33,14.151,1
route_2019-11-13_2.55pm.gpx,2405.49,61.104,2
route_2019-11-14_6.03pm.gpx,1615.18,9.448,0
route_2019-11-15_1.37pm.gpx,2701.65,15.169,4
route_2019-11-16_5.38pm.gpx,2945.26,20.438,3
route_2019-11-16_5.42pm.gpx,145.59,3.992,0
route_2019-11-17_3.26pm.gpx,2391.2,17.88,6
route_2019-11-17_3.34pm.gpx,157.58,13.702,1
route_2019-11-18_6.28pm.gpx,2495.16,13.675,3
route_2019-11-20_6.03pm.gpx,2080.72,23.353,6
route_2019-11-22_6.15pm.gpx,160.54,42.029,2
route_2019-11-24_5.36pm.gpx,676.86,7.047,0
route_2019-11-24_5.58pm.gpx,64.91,6.082,0
route_2019-11-27_7.07pm.gpx,1464.29,13.046,1
route_2019-11-28_10.23am.gpx,1484.06,10.949,0
route_2019-11-30_1.48pm.gpx,2880.89,20.758,5
route_2019-12-01_4.14pm.gpx,2167.76,13.637,1
route_2019-12-02_12.10pm.gpx,1827.65,21.352,2
route_2019-12-02_4.45pm.gpx,1462.11,9.483,0
route_2019-12-03_1.57pm.gpx,1678.04,14.969,1
route_2019-12-05_7.02pm.gpx,2348.33,26.118,4
route_2019-12-07_10.36am.gpx,2047.43,11.52,1
route_2019-12-08_4.45pm.gpx,1618.08,18.733,1
route_2019-12-09_5.59pm.gpx,1950.05,21.503,13
route_2019-12-10_5.02pm.gpx,2538.51,51.046,43
route_2019-12-11_10.47am.gpx,669.96,15.488,4
route_2019-12-11_12.27pm.gpx,1997.77,19.248,5
route_2019-12-11_4.57pm.gpx,774.94,80.517,6
route_2019-12-12_1.14pm.gpx,1695.56,8.346,0
route_2019-12-13_5.44pm.gpx,2614.69,34.682,19
route_2019-12-14_2.31pm.gpx,1806.14,19.949,1
route_2019-12-16_4.09pm.gpx,2137.42,12.477,1
route_2019-12-17_1.10pm.gpx,1003.92,57.692,3
route_2019-12-18_1.01pm.gpx,1849.28,15.661,1
route_2019-12-19_4.15pm.gpx,2215.64,17.463,3
route_2019-12-20_1.58pm.gpx,2377.24,14.095,41
route_2019-12-21_3.45pm.gpx,1899.35,41.966,3
route_2019-12-22_1.59pm.gpx,1363.83,15.12,2
route_2019-12-24_5.21pm.gpx,1486.12,13.383,1
route_2019-12-24_5.26pm.gpx,122.05,8.789,0
route_2019-12-26_7.32pm.gpx,1309.79,10.389,0
route_2019-12-27_7.31pm.gpx,980.21,9.17,0
route_2019-12-29_11.14pm.gpx,66.51,1.302,0
route_2019-12-29_3.12pm.gpx,1749.3,13.138,1
route_2019-12-31_1.25pm.gpx,1675.05,33.83,2
route_2020-01-01_3.47pm.gpx,1548.8,10.703,0
route_2020-01-02_12.08am.gpx,0.0,0.0,0
route_2020-01-04_6.31pm.gpx,1909.23,47.196,27
route_2020-01-08_2.31pm.gpx,1950.8,9.231,0
route_2020-01-11_12.30pm.gpx,1613.86,23.609,3
route_2020-01-12_1.58pm.gpx,1923.51,12.266,2
route_2020-01-12_2.04pm.gpx,88.25,9.867,0
route_2020-01-13_3.39pm.gpx,1596.88,15.034,5
route_2020-01-14_5.43pm.gpx,1523.94,20.097,1
route_2020-01-16_11.23am.gpx,1650.71,23.54,1
route_2020-01-18_2.55pm.gpx,1830.85,24.845,2
route_2020-01-19_12.26pm.gpx,1416.07,24.94,5
route_2020-01-20_9.42am.gpx,2164.36,36.383,4
route_2020-01-23_7.18pm.gpx,848.67,8.921,0
route_2020-01-23_7.21pm.gpx,79.0,5.19,0
route_2020-01-24_7.26pm.gpx,1060.92,9.083,0
route_2020-01-25_3.40pm.gpx,2106.14,16.212,41
route_2020-01-27_5.53pm.gpx,95.1,15.305,1
route_2020-01-27_7.19pm.gpx,220.07,16.697,1
route_2020-01-27_7.49pm.gpx,1304.63,16.79,2
route_2020-01-29_5.08pm.gpx,1463.74,16.749,1
route_2020-01-30_4.54pm.gpx,1842.27,11.889,2
route_2020-01-31_5.14pm.gpx,1357.41,15.283,4
route_2020-02-01_11.59am.gpx,200.73,12.711,1
route_2020-02-01_5.41pm.gpx,1315.65,17.839,2
route_2020-02-02_4.22pm.gpx,1735.39,13.608,1
route_2020-02-03_6.00pm.gpx,953.55,9.231,0
route_2020-02-05_3.39pm.gpx,1444.19,7.706,0
route_2020-02-06_4.35pm.gpx,3434.91,13.187,1
route_2020-02-08_11.44am.gpx,2190.96,8.699,0
route_2020-02-09_2.19pm.gpx,1762.04,9.126,0
route_2020-02-11_7.07pm.gpx,2085.3,11.854,1
route_2020-02-13_3.26pm.gpx,1653.23,8.949,0
route_2020-02-20_5.06pm.gpx,2026.97,17.244,1
route_2020-02-21_5.23pm.gpx,1232.91,11.396,0
route_2020-02-23_2.17pm.gpx,2097.08,19.368,2
route_2020-02-23_2.56pm.gpx,951.27,9.069,0
route_2020-02-26_5.04pm.gpx,2638.3,9.285,0
route_2020-03-12_9.38am.gpx,0.0,0.0,0
route_2020-03-17_11.12am.gpx,1223.39,17.804,1
route_2020-03-17_6.46pm.gpx,1112.21,12.943,3
route_2020-03-17_6.55pm.gpx,145.98,7.511,0
route_2020-03-30_2.58pm.gpx,108.83,4.809,0
route_2020-03-30_3.15pm.gpx,149.77,3.94,0
route_2020-04-01_6.53pm.gpx,1038.0,9.034,0
route_2020-04-02_3.32pm.gpx,1372.68,12.741,1
route_2020-04-03_3.49pm.gpx,1292.07,9.953,0
route_2020-04-04_5.09pm.gpx,1487.95,10.742,0
route_2020-04-05_3.34pm.gpx,2246.5,22.932,1
route_2020-04-12_8.16pm.gpx,860.46,13.967,1
route_2020-04-13_7.49pm.gpx,1585.02,8.778,0
route_2020-04-16_12.31pm.gpx,3309.56,8.344,0
route_2020-04-22_7.21pm.gpx,351.3,10.745,0
route_2020-04-22_7.30pm.gpx,261.23,4.405,0
route_2020-04-29_7.53pm.gpx,2779.29,7.591,0
route_2020-04-30_7.12pm.gpx,723.63,11.634,1
route_2020-04-30_7.33pm.gpx,1040.98,8.188,0
route_2020-05-01_8.06pm.gpx,1404.19,8.248,0
route_2020-05-02_2.46pm.gpx,2243.5,18.887,1
route_2020-05-02_5.30pm.gpx,1394.83,8.622,0
route_2020-05-03_9.45pm.gpx,722.68,5.653,0
route_2020-05-04_2.01pm.gpx,2616.54,22.638,2
route_2020-05-05_7.30pm.gpx,4930.1,5.311,0
route_2020-05-06_7.03pm.gpx,2376.47,7.666,0
route_2020-05-10_1.40pm.gpx,710.12,5.117,0
route_2020-05-10_4.54pm.gpx,499.64,13.133,1
route_2020-05-10_5.22pm.gpx,149.48,8.683,0
route_2020-05-10_5.27pm.gpx,39.41,6.894,0
route_2020-05-11_8.15pm.gpx,2802.93,7.172,0
route_2020-05-13_7.45pm.gpx,2517.96,12.514,1
route_2020-05-13_8.20pm.gpx,438.27,9.722,0
route_2020-05-16_8.21pm.gpx,4180.11,8.516,0
route_2020-05-18_6.31pm.gpx,3395.42,9.14,0
route_2020-05-19_7.18pm.gpx,327.32,13.738,1
route_2020-05-20_8.10pm.gpx,2345.52,7.609,0
route_2020-05-21_7.51pm.gpx,869.98,8.23,0
route_2020-05-22_3.14pm.gpx,2248.06,8.431,0
route_2020-05-23_7.23pm.gpx,2083.23,5.96,0
route_2020-05-26_7.23pm.gpx,2238.67,8.818,0
route_2020-05-29_6.04pm.gpx,2968.27,12.985,1
route_2021-02-22_7.05pm.gpx,1637.12,8.341,0
route_2021-05-18_7.43pm.gpx,1708.92,14.993,4
route_2021-09-04_12.53pm.gpx,0.0,0.0,0
route_2022-02-12_6.32pm.gpx,2004.53,8.931,0
route_2022-03-04_10.52pm.gpx,14.73,0.847,0
route_2024-06-14_7.25pm.gpx,2520.92,23.864,8
route_2024-06-14_8.42pm.gpx,1567.49,65.718,15
route_2024-06-15_8.03pm.gpx,1903.65,22.196,3
route_2024-06-15_8.13pm.gpx,471.8,30.342,5
route_2024-06-16_7.39pm.gpx,439.08,30.039,2
route_2024-06-18_7.35pm.gpx,3214.73,34.655,10
route_2024-06-23_5.35pm.gpx,2307.56,20.358,7
route_2024-06-24_7.08pm.gpx,2277.25,20.362,1
route_2024-06-24_7.33pm.gpx,755.34,32.999,5
route_2024-06-24_8.08pm.gpx,763.58,14.251,3
route_2024-06-26_8.54am.gpx,2685.89,37.568,6
route_2024-06-26_8.54pm.gpx,1385.57,29.27,6
route_2024-06-27_3.40pm.gpx,1692.6,57.579,14
route_2024-06-27_3.47pm.gpx,79.32,10.302,0
route_2024-07-20_2.16pm.gpx,5.0,0.249,0
route_2024-09-08_4.30pm.gpx,122.3,0.703,0
route_2024-12-07_12.14pm.gpx,2244.28,8.907,0
route_2024-12-09_11.22pm.gpx,467.14,8.31,0
route_2024-12-11_9.25pm.gpx,1349.64,6.784,0
route_2024-12-12_5.01pm.gpx,2397.45,9.435,0
route_2024-12-13_6.31pm.gpx,540.48,2.8,0
route_2024-12-13_6.48pm.gpx,530.67,5.57,0
route_2024-12-13_7.01pm.gpx,514.49,6.665,0
route_2024-12-13_7.04pm.gpx,139.03,6.458,0
route_2024-12-14_6.23pm.gpx,1822.98,9.118,0
route_2024-12-15_2.31pm.gpx,2629.98,8.451,0
route_2024-12-16_3.10pm.gpx,1145.57,6.228,0
route_2024-12-17_12.37pm.gpx,1194.98,10.585,0
route_2024-12-21_3.17pm.gpx,32.61,0.896,0
route_2024-12-25_12.05pm.gpx,2632.82,11.827,2
route_2024-12-26_8.21pm.gpx,2270.37,9.007,0
route_2024-12-27_2.02pm.gpx,3501.13,9.902,0
route_2025-01-01_1.17pm.gpx,2232.15,7.923,0
route_2025-01-01_1.25pm.gpx,381.93,5.82,0
route_2025-01-08_6.13pm.gpx,1854.68,10.841,0
route_2025-01-08_6.16pm.gpx,183.64,6.484,0
route_2025-01-09_5.22pm.gpx,1768.51,4.909,0
route_2025-01-09_6.34pm.gpx,61.84,0.917,0
route_2025-01-09_6.52pm.gpx,1348.12,7.796,0
route_2025-01-12_3.31pm.gpx,2779.04,6.526,0
route_2025-01-12_3.47pm.gpx,800.09,6.07,0
route_2025-01-16_3.11pm.gpx,17.4,0.676,0
route_2025-01-16_3.30pm.gpx,33.31,1.055,0
route_2025-01-17_2.21pm.gpx,76.4,1.375,0
route_2025-01-17_3.04pm.gpx,2607.12,9.462,0
route_2025-01-17_3.14pm.gpx,547.3,6.564,0
route_2025-01-19_4.16pm.gpx,113.96,1.463,0
route_2025-01-19_4.42pm.gpx,1134.36,6.095,0
route_2025-01-20_6.10pm.gpx,4139.44,8.936,0
route_2025-01-21_10.01am.gpx,1877.04,8.791,0
route_2025-01-26_4.15pm.gpx,3176.75,8.265,0
route_2025-01-26_4.28pm.gpx,564.42,7.48,0
route_2025-01-30_7.48pm.gpx,2545.59,9.69,0
route_2025-02-01_10.55am.gpx,2749.8,9.462,0
route_2025-02-03_6.55pm.gpx,1635.27,8.921,0
route_2025-02-08_11.16am.gpx,28.88,1.339,0
route_2025-02-08_12.03pm.gpx,3473.54,7.637,0
route_2025-02-10_5.03pm.gpx,2846.01,9.235,0
route_2025-02-16_11.58am.gpx,2456.87,8.551,0
route_2025-04-05_10.36am.gpx,2519.41,5.339,0
route_2025-04-07_2.10pm.gpx,3431.11,7.369,0
route_2025-04-07_5.55pm.gpx,28.6,1.758,0
route_2025-04-08_1.04pm.gpx,276.2,9.296,0
route_2025-04-08_1.09pm.gpx,234.47,7.743,0
route_2025-04-08_12.46pm.gpx,774.93,5.342,0
route_2025-04-08_12.53pm.gpx,777.14,6.926,0
route_2025-04-08_12.58pm.gpx,232.05,9.639,0
route_2025-04-08_7.12pm.gpx,826.21,6.791,0
route_2025-04-08_7.20pm.gpx,781.37,6.895,0
route_2025-04-08_7.31pm.gpx,524.77,6.508,0
route_2025-04-11_5.41pm.gpx,816.51,5.894,0
route_2025-04-11_5.48pm.gpx,802.53,7.228,0
route_2025-04-11_5.59pm.gpx,828.0,8.129,0
route_2025-04-11_6.11pm.gpx,448.74,8.013,0
route_2025-04-12_5.36pm.gpx,2669.06,8.454,0
route_2025-04-12_5.46pm.gpx,498.17,7.24,0
route_2025-04-13_1.25pm.gpx,1165.94,7.458,0
route_2025-04-13_1.50pm.gpx,1716.69,4.909,0
route_2025-04-13_2.09pm.gpx,1016.29,6.564,0
route_2025-04-15_7.16pm.gpx,2574.09,8.068,0
route_2025-04-15_7.21pm.gpx,248.34,4.451,0
route_2025-04-15_7.25pm.gpx,239.74,6.621,0
route_2025-04-16_7.03pm.gpx,1662.41,5.681,0
route_2025-04-16_7.11pm.gpx,457.25,10.689,0
route_2025-04-16_7.14pm.gpx,255.64,4.593,0
route_2025-04-17_7.03pm.gpx,2514.45,6.898,0
route_2025-04-18_8.33pm.gpx,986.85,4.449,0
route_2025-04-18_8.43pm.gpx,586.63,6.125,0
route_2025-04-20_12.10pm.gpx,1744.39,8.498,0
route_2025-04-20_12.23pm.gpx,484.46,8.106,0
route_2025-04-23_9.36am.gpx,1922.0,7.569,0
route_2025-04-23_9.40am.gpx,224.93,2.029,0
route_2025-04-26_8.13pm.gpx,1064.91,10.226,0
route_2025-04-27_7.53pm.gpx,1160.73,6.621,0
route_2025-04-29_4.23pm.gpx,12.15,0.786,0
route_2025-04-29_5.00pm.gpx,1845.26,9.452,0
route_2025-04-29_5.16pm.gpx,121.88,1.268,0
route_2025-04-29_5.26pm.gpx,274.37,4.428,0
route_2025-05-03_10.18am.gpx,2250.67,7.033,0
route_2025-05-03_2.05pm.gpx,333.91,1.512,0
route_2025-05-03_3.12pm.gpx,2691.69,8.24,0
route_2025-05-03_9.15am.gpx,2048.88,7.44,0
route_2025-05-04_9.46am.gpx,3272.81,18.374,4
route_2025-05-05_6.45pm.gpx,1526.45,13.621,1
route_2025-05-05_7.00pm.gpx,861.04,42.515,9
route_2025-05-06_6.52pm.gpx,39.84,1.134,0
route_2025-05-07_10.53am.gpx,4676.19,20.203,5
route_2025-05-08_6.48pm.gpx,3777.72,13.644,1
route_2025-05-08_9.06pm.gpx,210.36,21.154,1
route_2025-05-09_7.04pm.gpx,1314.05,61.753,10
route_2025-05-10_1.24pm.gpx,2378.18,20.843,7
route_2025-05-12_4.21pm.gpx,3186.98,74.191,8
route_2025-05-12_6.54pm.gpx,609.35,15.157,1
route_2025-05-13_8.36pm.gpx,1026.57,38.859,9
route_2025-05-17_7.39pm.gpx,1213.2,12.731,1
route_2025-05-17_8.01pm.gpx,1393.99,33.781,7
route_2025-05-21_9.33am.gpx,3946.71,35.827,10
route_2025-05-22_8.53am.gpx,3768.08,58.42,11
route_2025-05-23_7.46pm.gpx,2268.28,19.886,3
route_2025-05-25_10.06am.gpx,2398.7,24.985,1
route_2025-05-25_8.10pm.gpx,1309.86,20.791,2
route_2025-05-27_7.27pm.gpx,1403.86,11.175,0
route_2025-05-27_8.17pm.gpx,609.12,26.577,2
route_2025-05-29_4.24pm.gpx,2145.58,25.917,3
route_2025-05-29_9.00am.gpx,2494.41,34.421,4
route_2025-05-30_8.12pm.gpx,1253.41,21.033,3
route_2025-05-30_8.51am.gpx,1599.21,82.293,6
route_2025-06-02_3.03pm.gpx,871.08,6.465,0
route_2025-06-02_4.49pm.gpx,477.19,21.957,2
route_2025-06-04_6.34pm.gpx,2294.52,55.462,6
route_2025-06-04_6.49pm.gpx,172.63,10.128,0
route_2025-06-09_6.55pm.gpx,2224.09,34.636,4
route_2025-06-10_6.41pm.gpx,29.87,0.802,0
route_2025-06-15_8.21am.gpx,1762.65,13.234,5
route_2025-06-18_7.35pm.gpx,1500.27,11.57,1
route_2025-06-19_11.56am.gpx,2567.04,13.249,1
route_2025-06-24_8.35pm.gpx,778.45,23.36,3
route_2025-06-29_5.36pm.gpx,1974.56,21.746,2
route_2025-07-04_7.41pm.gpx,554.24,35.141,3
route_2025-07-07_11.23am.gpx,3140.56,38.322,9
route_2025-07-10_7.14pm.gpx,1202.56,18.95,4
route_2025-07-14_8.29pm.gpx,2079.99,32.324,6
route_2025-07-15_7.54pm.gpx,680.78,21.946,5
route_2025-07-16_12.39pm.gpx,3408.56,23.479,5
route_2025-07-22_6.11pm.gpx,3277.88,29.996,12
route_2025-07-23_7.30pm.gpx,1057.16,41.727,6
route_2025-07-23_7.59pm.gpx,1538.23,15.525,2
route_2025-07-24_8.06pm.gpx,966.75,7.685,0
route_2025-07-25_1.34pm.gpx,4183.88,17.094,3
route_2025-07-29_5.19pm.gpx,4358.07,44.034,10
route_2025-08-01_8.18pm.gpx,2303.93,17.889,3
route_2025-08-02_1.39pm.gpx,534.3,8.116,0
route_2025-08-02_8.00pm.gpx,1171.97,45.707,2
route_2025-08-02_8.09pm.gpx,227.73,25.924,4
route_2025-08-03_10.51am.gpx,385.68,21.04,2
route_2025-08-03_8.09pm.gpx,1954.15,43.417,8
route_2025-08-08_7.20pm.gpx,1632.87,25.472,2
route_2025-08-10_1.24pm.gpx,2777.92,12.542,1
route_2025-08-11_11.04am.gpx,646.72,17.469,1
route_2025-08-14_6.03pm.gpx,2646.4,15.461,5
route_2025-08-17_3.24pm.gpx,514.76,29.181,3
route_2025-08-17_7.04pm.gpx,418.26,11.168,0
route_2025-08-19_8.37pm.gpx,1054.51,18.019,3
route_2025-08-21_4.07pm.gpx,1576.07,14.339,1
route_2025-08-24_5.15pm.gpx,273.71,25.508,1
route_2025-08-24_5.20pm.gpx,127.81,16.073,1
route_2025-08-24_5.23pm.gpx,117.53,3.884,0
route_2025-08-24_5.27pm.gpx,132.34,9.684,0
route_2025-08-24_5.30pm.gpx,130.47,12.375,2
route_2025-08-24_5.32pm.gpx,599.6,7.33,0
route_2025-08-26_5.45pm.gpx,1122.84,8.405,0
route_2025-09-04_5.09pm.gpx,1794.39,8.018,0
route_2025-09-06_7.04pm.gpx,183.45,3.868,0
route_2025-09-07_11.22am.gpx,1645.85,7.009,0
route_2025-09-07_11.47am.gpx,1061.13,31.647,2
route_2025-09-10_6.27pm.gpx,1899.73,6.902,0
route_2025-09-10_6.45pm.gpx,354.2,43.689,2
route_2025-09-11_10.19pm.gpx,1311.52,8.457,0
route_2025-09-18_5.25pm.gpx,1903.74,40.502,4
route_2025-09-19_7.21pm.gpx,1690.12,9.577,0
route_2025-09-22_5.42pm.gpx,1877.62,9.364,0
route_2025-09-23_7.25pm.gpx,1331.31,16.716,1
route_2025-09-25_5.23pm.gpx,2096.95,8.907,0
route_2025-09-30_1.11pm.gpx,1932.87,7.791,0
route_2025-09-30_1.20pm.gpx,344.32,13.447,2
route_2025-10-01_1.24pm.gpx,2306.93,45.588,12
route_2025-10-06_7.25pm.gpx,1618.95,18.057,2
route_2025-10-07_9.09pm.gpx,386.0,8.193,0
route_2025-10-11_10.47am.gpx,1105.17,10.399,0
route_2025-10-11_11.44am.gpx,3533.3,10.494,0
route_2025-10-11_11.53am.gpx,597.62,29.108,3
route_2025-10-11_11.59am.gpx,94.07,5.453,0
route_2025-10-13_5.21pm.gpx,2549.51,7.203,0
route_2025-10-18_11.42am.gpx,1412.66,29.363,1
route_2025-10-21_4.41pm.gpx,2569.72,8.985,0
route_2025-10-22_5.55pm.gpx,1743.45,7.491,0
route_2025-10-31_3.54pm.gpx,118.79,2.124,0
route_2025-10-31_7.45pm.gpx,1343.94,6.51,0
route_2025-11-11_1.52pm.gpx,20.18,0.567,0
route_2025-11-11_2.38pm.gpx,1477.81,5.719,0
